Category,Level,Course Name,Course Desctiption,Course Code,Prerequisites,Certification,Duration
Communication Skills,3,Business Writing Fundamentals,"Whether you’re writing an email, report, internal training document, or pitch—the ability to communicate a message effectively through writing is an essential business skill. 

In this course, you’ll learn the fundamentals of business writing. First, you’ll learn how to define your writing goals, analyze your audience, and choose the best medium for your message. You’ll then explore techniques for structuring your writing—and editing and proofreading your work. Finally, take your writing style to the next level with tips to ensure that it’s clear, concise, and courteous.",CS306,CS207,,
Communication Skills,3,Effective Email Communication,"As Leaders, we communicate with our team and stakeholders in several ways. No matter the mode of communication used, it is expected that we can deliver our messages to their recipients the RIGHT way. 

This module focuses on emails as a mode of communication, and it aims for you to understand what email etiquette is and why it's important. It will also give simple tips to follow when creating purposeful emails and how you can write and manage your emails effectively.",CS307,CS205,,
Communication Skills,4,Creating and Delivering Business Presentations,"There’s nothing worse than blank faces or people checking their phones when giving a business presentation. You want to engage your audience and unite, persuade, or drive them to action—but how? In this course, you’ll learn how to create and deliver winning business presentations. First, you’ll learn how to define presentation objectives, organize content, and bring it to life with visual aids. Then, you’ll discover the best ways to rehearse, identify areas for improvement, and cope with nerves. Finally, you’ll learn how to deal with difficult questions from your audience.",CS401,CS303,,
Communication Skills,4,Communication Strategies,"Communicating effective is key to closing deals, acquiring clients, and building strong professional relationships. In this course, you will explore essential communication skills required for any business environment: you will learn about the different types of communication skills to negotiate, bargain, present ideas, resolve conflict and solidify strong relationships in the workplace.",CS402,CS203,,
Communication Skills,4,Collaborative Business Writing,"In a world where email and instant messaging have become primary means of communication, writing and communication skills have seen a decline. However, the ability to collaborate effectively and create well-crafted documents, such as proposals, reports, and agendas, remains a valuable asset in the business world, offering professionals a significant advantage. This course will provide you with the knowledge and skills required to collaborate with others and create important business documents. You will explore various types of collaboration and learn how to enhance them through tools and processes. These fundamental skills provide a distinct advantage in the modern workplace, where effective collaboration and document creation are in high demand.",CS403,CS306,,
Communication Skills,4,Communicating Change,"If you’ve ever been part of an organization in flux, you probably know instinctively that communication can make or break a given transition. But did you know that “change communication” is a defined process that leaders can use to ease the way through a transformation? In this course, you’ll find out what change communication entails—discovering its basic principles and learning how to put together a communication strategy. Then, you’ll get tips for cultivating better employee buy-in so that all employees are on board as your business takes the next step in its evolution.",CS404,LE411,,
Communication Skills,5,Communicating in a Crisis,"Often, as leaders, we do our best to plan and prevent interpersonal or organizational conflict from turning into a public crisis. Communicating effectively following a crisis presents the first, and perhaps the most critical, opportunity for minimizing the impact of the damage. This course examines how communication is the foundation of crisis management and prevention, you will understand how to use communication to help prevent conflict from turning into a crisis, how to strategically plan for a potential crisis, as well as strategies for dealing with a crisis after it has become public.",CS501,LE502,,
Communication Skills,5,Communication Strategies for Project Managers,"Imagine managing a project without speaking to your teammates. How successful would you be? You’d soon discover that communication is key to collaboration. Without it, teams miss deadlines, fumble information, and fail to present a quality product. In this course, you’ll explore strategies project managers use to improve communication. These range from individual methods to team-wide efforts that will elevate your team’s ability to share information. By the final lesson, you’ll be ready to develop effective communication plans for your projects.",CS502,,,
Communication Skills,5,Leading Through Change,"Effective change leadership is about leading people, not just processes. Successful change leaders can’t focus exclusively on results — they must support employees by removing personal and professional barriers to their success. In this course, you will understand the effects of change on your team members and the reasons people often resist change, learn strategies to assist team members through change
develop strategies for planning and executing change effectively.",CS503,LE502,,
Emotional Intelligence,1,A Guide to Empathy at Work,"Empathy—the ability to understand and share other people’s emotions—is critical in the workplace. Customers want to feel appreciated for their business and acknowledged when they have a problem. Employees want to feel valued and for their coworkers and managers to notice when they’re happy or in distress. In this course, you’ll first learn what empathy is and why it’s an essential business skill. Then, you’ll uncover how to communicate with empathy and overcome roadblocks. Finally, you’ll work on strategies to help you build empathy.",EI101,,,
Emotional Intelligence,1,Self Awareness,"As a leader, developing your self-awareness improves individual performance and well-being. On an organizational level, it improves performance and culture too. In this course, you will understand why learning self-awareness is critical and how it relates to your personal and professional life and learn to manage stress and solve problems creatively.",EI102,,,
Emotional Intelligence,1,Resolving Conflict With Coworkers,"Getting along with coworkers can be tricky—but not impossible. This course guides you on how to work through conflict with coworkers to achieve positive outcomes. You’ll discover why workplace conflict can actually be a good thing, how to have a difficult conversation, and how to seek help when progress is at a standstill or you’re dealing with an abusive coworker.",EI103,,,
Emotional Intelligence,1,The Basics of Managing Stress,"Do you often feel overwhelmed and exhausted? We all deal with stressful situations at times, but chronic stress is damaging. Keeping stress under control helps maintain your energy, motivation, and health. In this course, you’ll learn the basics of managing stress. First, you’ll discover what stress is and how your body responds to it. Then, you’ll learn common stress triggers and how to manage them.",EI104,,,
Emotional Intelligence,1,Social Intelligence,"Social Intelligence is about understanding your environment and having a positive influence. You will become more confident in your social situations by learning how to express and interpret social cues. You will create positive connections and increase your influence during social situations. Increasing Social Intelligence will provide benefits throughout your professional and personal lives. It is a fantastic tool for coaching and development as people will learn “people skills”. Improving social skills through active listening, understanding body language, and being more empathetic will give you an advantage in their interactions. Social interactions are a two-way street; know the rules of the road!",EI105,,,
Emotional Intelligence,1,Handling a Difficult Customer,"In the real world of business, not every customer interaction is a pleasure to deal with. Difficult customers can test your patience and problem-solving abilities, but with the right skills and strategies, these challenges can be turned into opportunities for enhanced customer service and satisfaction. This course is designed to equip you with the knowledge and skills to effectively handle difficult customers, manage stress, build rapport, and communicate effectively to resolve issues. You will explore stress management techniques, the art of building rapport, and the significance of recognizing body language cues. The course provides a strong skill set for in-person and over-the-phone customer interactions, including addressing complaints, de-escalating tense situations, and generating repeat business.",EI106,,,
Emotional Intelligence,2,Empathy in the Workplace,"Leaders in an organization would benefit from developing the skill of empathy when communicating in the workplace. Empathy is more than just offering comfort; it involves understanding and embracing others while remaining self-aware. 

In this course, you will learn what empathy is, the different types of empathy and how you can develop and practice it at work. You will also explore how empathy can be extended to colleagues, creating a positive culture from which empathy flows more naturally to external customers.",EI201,EI101,,
Emotional Intelligence,2,Resolving Conflict,"At best, workplace conflict stifles communication and productivity. At its worst, tensions escalate to aggression and bullying. That’s why it’s important to address conflict quickly. In this course, you’ll learn common sources of discord and some typical responses to it. You’ll also discover techniques to resolve conflict, address anger, and stop abusive behavior. Differences between teammates actually demonstrate a diversity of strengths and ideas. Learning to bridge contrasting perspectives with empathy and understanding are key to your team’s productivity and effectiveness.",EI202,EI103,,
Emotional Intelligence,2,Top Workplace Stressors,This module we will list down a few top workplace causes of stress that can affect the performance and behavior of a team member. Awareness of these stressors can contribute to our understanding on how to manage our own work stressors as well as influence motivation of others.,EI203,,,
Emotional Intelligence,2,7 Go-to Strategies to Tame Stress,"Stress is inevitable, yet many of us struggle to cope effectively when we encounter stressful situations. We resort to unhealthy outlets like procrastinating or overeating—typically making our problems worse.  Most of us know that managing stress in a healthy way benefits our well-being, relationships, job performance, and more. But how do we get there? In this course, you’ll learn to tame stress by first understanding the difference between healthy and unhealthy coping strategies. Then, you’ll learn seven effective techniques that can help you relieve stress and regain control.",EI204,,,
Emotional Intelligence,2,Developing Emotional Intelligence,"Emotions play a significant role in shaping our lives, and the ability to recognize and manage these emotions is a critical skill. Emotional intelligence (EI) empowers individuals to understand and control their emotions, behaviors, and impulses, while also applying this knowledge to navigate the world around them. It fosters self-awareness, internal motivation, and the capacity to explore diverse perspectives, ultimately leading to the cultivation of positive relationships within any organization.
This course is designed to provide you with the tools to develop and harness emotional intelligence for personal and professional success. You will learn how to gain control over your emotions, effectively handle challenging situations, and communicate empathetically. With emotional intelligence, you can build a happier and more prosperous life.",EI205,EI105,,
Emotional Intelligence,2,Improving Self-Awareness,"Self-awareness is a fundamental component of personal and professional growth. It involves developing a deep understanding of your emotions, and feelings and a heightened awareness of your physical, emotional, and psychological self. 

This course will help you enhance your self-awareness, resulting in improved self-control, reduced procrastination, and effective mood management. Through these improvements, you can enhance your relationships, create a more fulfilling life, and ultimately contribute to a more productive and harmonious workforce.",EI206,EI102,,
Emotional Intelligence,2,Managing Workplace Anxiety,"Everyone will experience anxiety at some point in their lives. Anxiety is a normal reaction characterized by feelings of fear or apprehension. One of the leading places where individuals will experience anxiety or excessive stress is the workplace. While it is normal to have some fear or feel out of place at work occasionally, it can become a serious problem when the anxiety becomes unmanageable and keeps you from performing your everyday activities. Anxiety can hurt your quality of work performance and affect your relationships with colleagues. Identifying your workplace anxiety and learning powerful coping strategies will help you to work with your anxiety rather than against it. With this course, you will learn resources and effective skills that will help you recognize and manage anxiety in the workplace. You will feel more confident in your professional environment, as well as more prepared to overcome the challenges that the workplace may bring.",EI207,EI104,,
Emotional Intelligence,3,Leading WIth Emotional Intelligence,"Can you identify your emotions and understand why they’re happening? What about the emotions of others? Are you skilled at spotting and responding to their cues? Those with high emotional intelligence readily recognize their feelings, manage their reactions, and build positive interactions with others. A skill that leads to success inside and outside the office, emotional intelligence is well worth refining.
In this course, you’ll first unpack what emotional intelligence is. Then you’ll learn to boost your emotional intelligence skills by strengthening your personal and social competence.",EI301,EI205,,
Emotional Intelligence,3,Anger Management,"Everyone occasionally gets angry, and anger is normal, usually healthy human emotion. But when it gets out of control and turns destructive, it can lead to problems; problems at work, in your relationships, and the overall quality of your life. In this course, you will understand how anger and frustration can manifest themselves in the workplace, learn helpful & unhelpful ways of dealing with anger, and strategies for controlling anger in all situations.",EI302,EI205,,
Emotional Intelligence,3,Managing Stress in a Call Center,"As we spend a large majority of our lives in the workplace, learning to manage stress is important, not only for productivity but also for our mental and physical well-being. Continuous stress in the call center can cause low morale and go as far as causing burnout, leading to a complete shutdown and not being able to work. In this course, you will learn what stress is, the role it plays in a call center and the organization, and how to identify triggers and techniques to help manage and even prevent stress in the call center environment.",EI303,EI204,,
Emotional Intelligence,3,"Dealing With Stress, Pressure, and Burnout","Ever feel stressed at work? How do you react to high-pressure situations? Is burnout a threat to your well-being and productivity? 

The truth is we’re all prone to stress, pressure, and burnout; understanding what they are and how they work helps us create a better, more satisfying lifestyle. 

This course will help you define stress, pressure, and burnout, recognizing the unique ways they show up for you. You’ll be able to evaluate your work and lifestyle to identify opportunities for healing. You’ll also get valuable strategies to manage the effects of stress, pressure, and burnout. By the end of the course, you’ll have a clearer understanding of how these forces affect you—and what you can do about it.",EI304,,,
Emotional Intelligence,3,Good Stress? Embracing Eustress to Improve Your Life,"The word “stress” has a bad rap. However, it isn’t always negative. The right type of stress—known as eustress—offers many benefits. In this course, you’ll learn what separates eustress from its damaging counterpart, distress. You’ll also gain strategies for increasing the good vs. bad stress in your life.",EI305,,,
Emotional Intelligence,3,A Manager's Guide to Resolving Team Conflict,"You’d love for your employees to always get along. But the reality is that disagreements happen when you bring together people with different personalities, opinions, and values. As a manager, you need to keep an eye on potential conflicts between employees and help them resolve issues effectively. Otherwise, your team’s morale, productivity, and communication may take a hit. In this course, you’ll learn why conflict happens, common ways people react to conflict, and how to turn workplace disagreements into opportunities for constructive dialogue, change, and new understanding.",EI306,EI202,,
Emotional Intelligence,4,How Leaders Escalate Stress,"For most employees, the leaders in their organizations are the main source of their stress rather than motivation. When stress strikes you as a manager, it usually negatively impacts the morale and happiness of your team. In this course, you will define what stress is, learn how to recognize, manage, and reduce stress, and how you can create a more supportive working environment.",EI401,"EI303
&
EI302",,
Emotional Intelligence,4,Managing Personal Stress,"Daily, we experience a lot of demand for our time, input, and contributions to the organization and society. As a result, this can inevitably lead to more stress as we try to keep up with the increasing demands. Stress management is about increasing productivity and operating at peak performance. In this course, you will learn to identify your stress triggers and control them through stress mapping, explore simple stress management tips, and understand how we inadvertently put pressure on ourselves— and others.",EI402,EI304,,
Emotional Intelligence,4,Managing Team Stress,"Stress is often present in the workplace and can lead to demotivated employees and a rise in absenteeism. Learning to manage team stress and your stress is an essential leadership skill. 
In this course, you will be able to identify what stress looks and feels like for your team, create action plans to reduce the impact of stress on team performance, and understand how to support team members who are experiencing stress.",EI403,EI305,,
Emotional Intelligence,4,Beating Burnout: Spot the Symptoms and Take Action,"Would you describe yourself as a workaholic, perfectionist, or high achiever? Do you skip breaks and vacations—or struggle to “switch off” at the end of the workday? Do you suffer from chronic stress? 

If you answered “yes” to any of these questions, then you may be at risk for burnout. In this course, you’ll learn what burnout is and how it negatively impacts your health and performance. You’ll also learn how to spot the warning signs of burnout and reverse its effects.",EI404,,,
Emotional Intelligence,4,Conflict Resolution,"Conflict is a natural part of human interactions, but how it is managed can make the difference between a harmonious workplace and a tumultuous one. This course will give you a comprehensive seven-step conflict resolution process that can be applied and customized to resolve disputes of any size. You will acquire essential skills in solution building and finding common ground to promote effective conflict resolution.

In this Conflict Resolution course, you will learn crucial conflict management techniques, including dealing with anger and using the Agreement Frame. Effectively dealing with conflict is crucial for every organization, regardless of size, as unresolved conflicts can lead to lost productivity, employee absences, attrition, and even legal issues.",EI405,EI202,,
Emotional Intelligence,5,Stress Management,"Positive and negative stress is a constant influence on all of our lives. The trick is to maximize the positive stress and minimize the negative stress. You will see how stress can be positive and negative, and we’ll look at the Triple A approach that will form the basis of this course.

This course will give you a three-option method for addressing any stressful situation, as well as a toolbox of personal skills, including using routines, relaxation techniques, and a stress log system. You will also understand what lifestyle elements you can change to reduce stress.",EI501,"EI401 
&
EI402",,
Engagement,1,5 Leadership Styles to Influence a Team,"Great leaders bring out the best in their teams. They inspire people to action, boost group cohesion, and cultivate an environment of consistent, high-quality performance. 

But no two teams or situations are the same. So, how do these leaders do it? The secret lies in the strategy. Accomplished leaders are skilled at switching between styles—knowing when to intervene, when to motivate, and when to let go of the reins. 

In this course, you’ll first learn what a leadership style is. Then, you’ll discover five common leadership styles. Finally, you’ll determine how to choose among and implement your chosen style—or styles.",EM101,,,
Engagement,1,Building a Connection,Do you find yourself struggling to build rapport and establish connection with people you don't know and have just met? This course will help you understand how important it is to build rapport and how to start by simply building small habits that will help us make a connection with people we work with.,EM102,,,
Engagement,1,Teamwork And Team Building,"For most of us, teamwork is a part of everyday life. Whether at home, in the community, or at work, we are often expected to be a functional part of a performing team. This course will encourage you to explore the different aspects of a team and ways to make you a top-notch team performer.",EM103,,,
Engagement,2,Purposeful Engagement,"As a Leader it is imperative that you recognize the importance of employee engagement as it can affect just about every aspect of our organization here at ibex, including profitability, revenue, customer experience, employee turnover and your ability to lead a team successfully. 

According to Quantum Workplace, 
""Employees who feel connected to their organization work harder, stay longer, and motivate others to to the same.""
In this course you will learn how engagement can support success and provide you with real world examples that you can use right away.",EM201,EM102,,
Engagement,2,Recognition Through Behavioral Understanding & Styles,"People are multi-faceted, and they have different priorities and needs. Hence no one recognition process will work for everyone. The big question we must answer is what matters to each individual? What motivates one person probably won’t motivate your entire team. 

In this course, you will learn how to recognize the needs of the different styles of each person on your team and customize your recognitions to help improve motivation and job satisfaction levels.",EM202,CS202,,
Engagement,2,Motivating Your Team,"What is motivation? It’s what makes you spring out of bed in the morning or smile when you see who’s calling. It makes you willing to put in a long day to close that sale. In short, motivation is the reason you do what you do. 

Motivation comes from internal and external forces—and those forces are unique to every person. But why should managers learn about motivation? For starters, motivated employees are more productive, happier at work, and stick around longer. 

So, how can managers motivate employees? In this course, you’ll review types of motivation. You’ll also understand the unique forces that motivate individuals—and use that knowledge to everyone’s advantage.",EM203,,,
Engagement,2,Introduction to Team Management,"As a manager, you're not just the “person in charge.” It’s your responsibility to help your team realize their potential. Solid team management brings people together to maximize their strengths, overcome differences, and achieve shared goals. By doing so, you improve performance, productivity, and employee satisfaction. A well-managed team makes everyone—including you—look better. 

In this course, you’ll learn tips to build an effective team, communicate better, and resolve common problems that naturally arise in a diverse group of people with their own interests.",EM204,EM101,,
Engagement,2,A Guide to Effective Meetings,"Unnecessary and unproductive meetings waste significant time in the workplace. Yet we all rely on meetings to communicate and collaborate with our teams, coworkers, and clients regularly. 

This course provides a guide to effective meetings—from both the meeting facilitator’s and participant’s perspective. 

As a meeting facilitator, you’ll learn about your role and responsibilities, including how to create a meeting agenda, encourage equal participation, keep a meeting on topic, and build consensus or manage conflict in meetings. As a meeting participant, you’ll learn how to speak up in meetings, voice disagreement respectfully, and be a model attendee.",EM205,,,
Engagement,2,Team Building Through Chemistry,"Teams are unavoidable in any business. The key to successful team building is addressing the importance of chemistry. By staying aware of the chemistry as you build the group, you will increase the chance of avoiding pitfalls and developing a sense of unity. Building an effective and cohesive team is essential for success in any organization. 

In this course, you will discover how building a team through chemistry will lead to success. It is not enough to have a group of people just work on a project. They need to connect and utilize each other's strengths through team chemistry.",EM206,EM103,,
Engagement,2,Virtual Team Building And Management,"The modern workplace is evolving, and virtual teams are becoming increasingly common. Virtual teams offer the benefits of cost-effectiveness and access to a diverse talent pool, creating a Follow the Sun production environment. However, managing and building effective virtual teams present unique challenges, including distance and cultural differences.

The Virtual Team Building and Management course equips you with the knowledge and skills to navigate the complexities of virtual teams successfully. You will explore the dynamics of virtual teams, the importance of effective communication and collaboration in a remote setting, and strategies for overcoming common virtual team challenges.",EM207,,,
Engagement,2,Meeting New Team Members,"Even the most experienced and confident people have the jitters when they’re first meeting with a new team. Whether you’re a new manager or a new employee, you want to get it right the first time with your team members. 

In this course, you’ll learn why the first meeting is important and simple strategies you can use to ease your nerves and help ensure your first meeting is a success.",EM208,,,
Engagement,3,Engagement Impact,"When our team members genuinely enjoy their work, we will see an improvement in their commitment to the company, attrition will decrease, and productivity will increase. 

In this course, you will understand the value of engagement to the organization, evaluate and track the impact of engagement on performance and morale, and enhance your team's ability to perform through constructive and regular feedback.",EM301,EM201,,
Engagement,3,Positive Behavioral Reinforcement,"As leaders, one of our primary roles is to influence and support the development of our team members. One effective way of accomplishing this is consistently reinforcing the positive behaviors you observed. Doing this helps their awareness and confidence in knowing they are doing something well. 

This module will help you understand positive reinforcement and the psychology behind it; and how to use it for adult learning and behavior building.",EM302,EM202,,
Engagement,3,The Four Stages of Team Development,"As a manager, it’s up to you to bring your team together so that everyone can reach their highest potential. Teams don’t gel overnight. This course will help you facilitate optimal performance—together, as a team. 

You’ll learn how to take your team through four development stages—from first meeting to a well-oiled performance machine. Also, discover how to smooth over differences and harness team members’ strengths. By stage four, you’ll understand how the process inspires competent and committed achievement.",EM303,EM206,,
Engagement,3,Motivating Your Tenured Team,"Motivating a tenured team presents unique challenges and opportunities. This course is designed to help leaders and managers understand the dynamics of working with experienced employees and develop strategies to maintain their enthusiasm, boost productivity, and foster ongoing engagement. By recognizing the specific needs and motivations of tenured team members, you can create an environment where they continue to thrive and contribute their expertise to the organization.",EM304,EM203,,
Engagement,3,Create an Enviable Team Culture,"You’re catching up with an old friend, Harley, who has a new position. “I love my new job!” Harley exclaims. “The culture is just fantastic.” What do you think Harley means? 

Most of us strive to find a good team culture, yet defining exactly what that means isn’t always easy. 

In this course, you’ll learn some common culture types, and how to objectively assess your own culture. You’ll also discover how to overhaul a toxic team culture in favor of a positive one that leverages individuals' strengths.",EM305,EM206,,
Engagement,3,Effective Team Meetings,"Whether it’s brainstorming new ideas, gathering feedback, or introducing a new process or system, meetings are an essential part of any workplace. When managed correctly, they are a great opportunity for people from across the business to come together and collaborate on projects. Moreover, if your Team meetings are poorly run, they can become unfocused and unproductive, and waste time. 

In this course, we’ll look at what you can do to make your meetings more focused and productive. In particular, we’ll provide you with a step-by-step guide to running effective meetings; tips on how you can add value to meetings when you’re a participant; help to set up guidelines that will improve meeting etiquette in your organization. 
Once you’ve completed this session, you’ll have all the tools that you need to make your meetings both engaging and productive.",EM306,EM205,,
Engagement,3,Employee Recognition,"Employee recognition and appreciation are integral components of a thriving and motivated workforce. Being appreciated is a basic human feeling and reaps great rewards. This course will help you foster a culture of recognition and appreciation, leading to increased employee engagement, job satisfaction, and overall performance. You will learn the importance of recognizing and appreciating employees and explore various recognition strategies.

In this course, you will delve into the psychology of recognition, understand the impact of appreciation on morale and productivity, and develop recognition programs tailored to every employee's needs.",EM307,EM202,,
Engagement,3,Overcoming Common Challenges of Remote Managers,"Every manager faces challenges, from motivating employees to keeping projects on track. Remote work amplifies those difficulties. If you’re not in an office setting, how do you know if your team is working? Will communication and morale suffer? In this course, you’ll learn four common challenges remote teams face, along with best practices to overcome each.",EM308,EM207,,
Engagement,4,Building Influence,"“Leadership is influence.” – John C. Maxwell

To be effective as a leader, you must be able to influence people. Your title alone isn’t always enough to sway others, nor do you always have a formal position. So, what’s the best way to position yourself as an informal leader? How do you motivate colleagues to support your initiatives and adopt your ideas? How can you become a go-to person that others look to for guidance and expert advice?

In this course you will understand what influence is and how you can increase your influence to Persuade, Engage, Motivate…. Your team, Your organization, Your community, Your relationships and Yourself. Click the ""Start Course"" button above to begin.",EM401,EM301,,
Engagement,4,Motivating Through Engagment,"As leaders, one of our primary roles is to influence and support the development of our team members. One effective way of accomplishing this is consistently reinforcing the positive behaviors you observed. Doing this helps their awareness and confidence in knowing they are doing something well. 

This module will help you understand positive reinforcement and the psychology behind it; and how to use it for adult learning and behavior building.",EM402,EM301,,
Engagement,4,Frequency /Intent/ Mindfulness,"To be a successful leader requires excellent communication skills. However, this is easier said than done: even though we communicate all day, we are often not as effective as we need to be. We are generally not adequately aware of how our communication can create unintended perceptions and undesirable effects. 

In this course, you will understand how frequency/intent/and mindfulness can impact the message you are sending.",EM403,EM302,,
Engagement,4,Fostering Fearless and Resilient Teams,"Every business encounters change and adversity. New, disruptive technologies emerge, markets evolve, and consumer attitudes shift. The social, political, and economic climates that companies operate within also change. Is your team prepared? Can they roll with the punches, adapt, and thrive in the face of setbacks and uncertainty? Or, will the stress break them? 

Now, more than ever, successful teams demonstrate courage and resilience. They voice ideas, take creative risks, embrace challenges, learn from failure, practice self-care, and bounce back from setbacks or mistakes. 

In this course, you’ll learn strategies for developing these traits and habits in your team—including the expert advice of bestselling author Mollie West Duffy. First, you’ll explore what resilience is and why it gives teams a competitive advantage. Second, you’ll discover how building psychological safety and creating a culture of continuous improvement encourages innovation and responsible risk-taking. Finally, you’ll see the role work relationships and self-care play in fostering resilience.",EM404,EM305,,
Engagement,4,How to Build Better Relationships With Your Boss and Coworkers,"Good relationships can boost your professional success and satisfaction at work. Having positive rapport with your boss and coworkers helps you collaborate effectively together on shared goals. Plus, it’s more enjoyable to work in an environment of mutual trust, respect, and camaraderie. 

But successful relationships require care and effort—and working relationships are no exception. By taking responsibility for your work relationships, you can cultivate cooperation and enable professional growth.

In this course, you’ll learn how being a better teammate and employee can help you foster better working relationships with your coworkers and boss. You’ll also analyze the role you play in strengthening—or weakening—your workplace relationships with the help of some do’s and don’ts. You’ll also learn how to repair a relationship that’s been damaged.",EM405,CS203,,
Engagement,4,Becoming an Ally,"Being an ally means continually working to champion an environment of inclusivity and mutual respect in the workplace. Most of all, it takes understanding—understanding others and most importantly, taking action.",EM406,,,
Engagement,4,Productive Meetings,"Have you ever attended a meeting or presentation that left you feeling frustrated? No one wants to attend a dull, unproductive meeting. Most employees view meetings as one of the most unproductive and frustrating parts of their jobs. 

In this course, you will understand the importance of running effective meetings, learn the correct approach to planning, conducting, and participating in business meetings, what to do when meetings go off track, when to intervene, and how to deal with productivity problems.",EM407,EM306,,
Engagement,4,A Guide to Navigating Team Dynamics,"What’s the number one cause of conflict at work? People. When different personalities clash, it’s bound to cause some reverberations. But understanding and embracing what makes each person unique can produce a high-performing team that excels without exception. 

This course will teach you how to build team dynamics that serve rather than hinder your development by discovering different roles, work styles, and generational differences. You’ll learn to improve collaboration by finding a style that resonates and learning what makes your colleagues tick.",EM408,,,
Engagement,4,A Guide to Managing Remote Teams,"You’re feeling it. Managing a remote team feels a little different. And, you’re not precisely sure what you should do about it. Perhaps it’s your first time managing a remote team. Or you’ve been managing a remote team for a few years but feel like you still have no clue what you’re doing. Either way, there seems to be a complete lack of practical resources for managing a remote team well.

This course is a guide on how to manage your remote team members. As the manager of remote team members, your job is to nurture, guide, and support each person, which is a challenge itself.",EM409,EM308,,
Engagement,4,Developing New Managers,"In today's dynamic workplace, identifying and nurturing future leaders is essential for the long-term success of any organization. 

This course will equip you with the knowledge and skills to identify and cultivate prospective managers, establishing a clear management track that leads to a thriving team and a robust development structure.",EM410,EM208,,
Engagement,4,Employee Motivation,"Employee motivation is the driving force behind a productive and engaged workforce. While external incentives like financial rewards and promotions have their place, true motivation stems from within. 

This course delves into the art and science of motivating employees and provides you with the tools, strategies, and models to become an effective motivator in any setting.",EM411,EM307,,
Engagement,4,Team Building For Managers,"Teamwork is a fundamental aspect of everyday business life, and the ability to build and lead strong teams is a hallmark of successful managers. Effective teams lead to more successful projects, events, and outcomes. 

This course focuses on empowering you to explore the dynamics of teamwork, equipping you with the skills and knowledge to be top-notch team performers and leaders. You will delve into the elements that constitute a successful team and develop the competencies required to foster teamwork and camaraderie, enhance problem-solving abilities, and stimulate productive interactions within your teams.",EM412,"EM408
&
EM410",,
Engagement,5,Meeting Management,"Effective meeting management is crucial for achieving organizational goals and maintaining a productive work environment. 

This course will provide the essential tools and techniques to plan, lead, and execute meetings that engage attendees and leave a positive and lasting impact. You will learn the skills to reduce waste and enhance meeting efficiency, making you a more effective leader and contributor in your professional setting.",EM501,EM407,,
Engagement,5,Appreciative Inquiry,"Organizations are dynamic entities, and they can be transformed by changing the people within them. Appreciative Inquiry is a powerful approach to bring about positive change in the workplace. Through positive questioning, you can direct employees to move in a positive direction. By recognizing and leveraging strengths and values instead of dwelling on weaknesses will transform individuals and the organization.

Appreciative Inquiry is a shift from looking at problems and deficiencies and focusing on strengths and successes. It is a tool for change, and will strengthen relationships throughout the business.",EM502,"EM411
&
EM410",,
Coaching and Feedback,1,Giving Effective Feedback,"Feedback is essential for growth. It helps us understand the impact we’re making in the workplace, how others see us, and how we can improve. But giving feedback isn’t always easy. And if the thought of it makes you uneasy, you’re not alone. So, how do you get past the nerves and share a clear, compassionate, and concise message?

In this course, you’ll learn what feedback is, why it’s valuable, and how to overcome the fear of giving it. You’ll also learn to follow a step-by-step feedback process, deliver an effective message, and handle difficult reactions.",CF101,,,
Coaching and Feedback,2,Identifying Behaviors,"As a Leader, identifying the behaviors of your team is an important task to do to facilitate an effective coaching session. This will be one of the first steps to help leaders uncover the root cause of the non-performance of an individual or the team. 

In this course, you will be able to understand how to identify behaviors that affect the overall performance of an agent which directly impacts the Client, Customer and the Company.",CF201,,,
Coaching and Feedback,2,Coaching Fundamentals,"Many of us aspiring coaches desire to get to the level where effective communication and guidance for our team members happens effortlessly. We hope that when we step into the role of a Supervisor, we can easily transition into successfully supporting others in reaching their performance goals. The reality is; that we will go through a learning journey with bumpy roads that will not always be easy and don't allow for fast forwards. Yet this journey, though difficult, prove to be fulfilling and incredibly rewarding. 

This course will kick-start that journey by helping you understand basic concepts about coaching - what it is, what it's for, what can prevent you from coaching, and the risks of not coaching. Additionally, it aims to help you understand how to begin coaching to performance, thus positively contributing to the success of our internal customers (Agents), Clients, and Company, while keeping the external customer's experience in mind.",CF202,,,
Coaching and Feedback,2,The GROW Model,"The GROW Model is a simple yet powerful framework for structuring your coaching sessions. It promotes confidence and self-motivation, leading to increased productivity and personal satisfaction. 

This course will explain each step of the GROW Model and how you can use it in conversations, meetings, and everyday leadership to unlock potential and possibilities.",CF203,CS203,,
Coaching and Feedback,2,Real-Time Coaching and Tactics,"Real-time management is the most effective way to manage a team, especially in the Work@Home environment. It helps us, Supervisors, in making our Agents feel supported and be productive every day. This course will discuss some of the coaching tactics that have proven to be effective to monitor and support your team.",CF204,,,
Coaching and Feedback,2,In the Moment Feedback,"With busy schedules, Leaders may find it challenging to carve out time in their day to conduct coaching sessions with all their team members. However, with real-time feedback, we can have an immediate positive impact on behavior change and performance. 

In this course, we invite you to explore how to deliver in-the-moment feedback with confidence and in a way that your team members will be able to act immediately. We'll cover when feedback fails and provide you with a clear path to delivering feedback that matters.",CF205,CF101,,
